text,created_at,geo,lang,place,coordinates,user.favourites_count,user.statuses_count,user.description,user.location,user.id,user.created_at,user.verified,user.following,user.url,user.listed_count,user.followers_count,user.default_profile_image,user.utc_offset,user.friends_count,user.default_profile,user.name,user.lang,user.screen_name,user.geo_enabled,user.profile_background_color,user.profile_image_url,user.time_zone,id,favorite_count,retweeted,source,favorited,retweet_count
"RT @BillGates: Today is the 25th anniversary of my first book, The Road Ahead. I made a lot of predictions about technology in the book, an…",Wed Jan 13 07:24:25 +0000 2021,,en,,,13179,9605,Independent Book Publisher: Passionate about enriching those who follow us on Twitter. We love books and ideas! Order your book now.   https://t.co/bnAPuiQ2k3,USA ,97462768,Thu Dec 17 15:19:18 +0000 2009,False,False,https://t.co/AMRYCcp0i4,122,2269,False,,2238,False,LakeshorePress,,LakeshorePress,False,C0DEED,http://pbs.twimg.com/profile_images/1321204753137717248/Usny6g1u_normal.jpg,,1349255966374600705,0,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",False,564
@rupertmurdoch @BillGates @WarrenBuffett 1 guy cld call off the dawgs says bw whats it going to be gents,Wed Jan 13 07:23:44 +0000 2021,,en,,,61,3391,,East Of Pch,1333653962730291200,Tue Dec 01 06:08:38 +0000 2020,False,False,,0,1,False,,52,True,.,,i_mdb_2021,False,F5F8FA,http://pbs.twimg.com/profile_images/1333660013185753090/tTwLvbZu_normal.jpg,,1349255794982731776,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,0
RT @BillGates: This book has nothing to do with viruses or pandemics. But it is surprisingly relevant for these times. @exlarson provides a…,Wed Jan 13 07:23:13 +0000 2021,,en,,,13179,9605,Independent Book Publisher: Passionate about enriching those who follow us on Twitter. We love books and ideas! Order your book now.   https://t.co/bnAPuiQ2k3,USA ,97462768,Thu Dec 17 15:19:18 +0000 2009,False,False,https://t.co/AMRYCcp0i4,122,2269,False,,2238,False,LakeshorePress,,LakeshorePress,False,C0DEED,http://pbs.twimg.com/profile_images/1321204753137717248/Usny6g1u_normal.jpg,,1349255664422453251,0,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",False,337
No one should invest in China.. cause if u scratch ur head &amp; the @Chinagovt  does not like it then u could vanish i… https://t.co/GJBGbhI1ir,Wed Jan 13 07:18:40 +0000 2021,,en,,,492,2521,,,1139687074334797824,Sat Jun 15 00:12:27 +0000 2019,False,False,,2,10,True,,594,True,Micky Sachdeva,,MickySachdeva1,False,F5F8FA,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1349254521227071488,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,0
"@BillGates :

YeS
1 can be house wife
other can go for work 🤔

@cheche_ever :

its my idea 😡

@melindagates :

does… https://t.co/z1kjnt156G",Wed Jan 13 07:16:30 +0000 2021,,en,,,42977,36055,"https://t.co/g4itK6ldQs 

https://t.co/2A49nGw0pn

https://t.co/dSy4QHKhgc

https://t.co/9i18anmeqb

https://t.co/g10EsFoVHt",d.s.i(divided states of india),1139989437595570176,Sat Jun 15 20:13:56 +0000 2019,False,False,,0,107,False,,1850,True,cheche,,cheche_ever,True,F5F8FA,http://pbs.twimg.com/profile_images/1348690967050604544/z4Lh7L00_normal.jpg,,1349253974214340608,1,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",False,0
RT @ChefDrStrange1: @TracyZille @BillGates what will u gain if everyone dies and leave the whole world 🌍 to u https://t.co/8XeWUy1Gm5,Wed Jan 13 07:16:01 +0000 2021,,en,,,1675,1168,,Unknown error! on line 999667,791463286034329600,Thu Oct 27 02:15:27 +0000 2016,False,False,,1,60,False,,232,True,Incredible Mac,,I_AM_MAC4,False,F5F8FA,http://pbs.twimg.com/profile_images/1084197811149815815/_BKNWohG_normal.jpg,,1349253856593661952,0,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,3
@Indianandabori1 @HKrassenstein @realDonaldTrump @nytimes @FoxNews @MohamedBinZayed @jokowi @mohmahfudmd @RTErdogan… https://t.co/fZU2PSa7Tm,Wed Jan 13 07:15:50 +0000 2021,,in,,,1,2193,....,,1341655590704058373,Wed Dec 23 08:03:42 +0000 2020,False,False,,0,0,True,,1,True,Amirulandmama,,amirulandmama,False,F5F8FA,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1349253809436979205,0,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",False,0
"@Amanda_Khoza_ @BillGates Is that all you have to say?! 

You literally threaten someone's life and when someone ca… https://t.co/euc5VXD0hM",Wed Jan 13 07:13:15 +0000 2021,,en,,,1106,751,,,995530660914835462,Sun May 13 05:06:20 +0000 2018,False,False,,0,6,False,,157,True,GazerColt,,GazerColt,False,F5F8FA,http://pbs.twimg.com/profile_images/1282021417161306113/-DJ-Tp_W_normal.jpg,,1349253159416455171,1,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",False,0
"RT @S2K7771: @chilternbear #MeToo 

Boycott @CadburyUK 

Boycott bloated plutocrats @GaryLineker @MarcusRashford @BillGates @BillScrotum @a…",Wed Jan 13 07:11:01 +0000 2021,,en,,,32836,32839,Currently loves dogs. Animal welfare. Rugby and fungi tolerant. Not a Londoner. Cannot eat sweet corn due to an experience as a child. Likes cheeseburgers.,,883729135385890823,Sat Jul 08 16:46:59 +0000 2017,False,False,,13,718,False,,547,True,chilternbear,,chilternbear,False,F5F8FA,http://pbs.twimg.com/profile_images/884298426107691008/ajgmaD7q_normal.jpg,,1349252596465283072,0,False,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",False,3
"@chilternbear #MeToo 

Boycott @CadburyUK 

Boycott bloated plutocrats @GaryLineker @MarcusRashford @BillGates… https://t.co/wMXCzTsRyY",Wed Jan 13 07:10:05 +0000 2021,,en,,,12127,29822,Indefatigable,,1226834493752979457,Mon Feb 10 11:45:22 +0000 2020,False,False,,0,2449,False,,4310,True,@S2K777,,S2K7771,False,F5F8FA,http://pbs.twimg.com/profile_images/1228260816425713664/rb6Nsx5P_normal.jpg,,1349252362418925568,3,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,3
"@harari_yuval @BillGates @iamrashidajones https://t.co/KWltsNJ2FH
#九州朝日放送📺🗾広告塔📺#反科学 2011.3.11~🌀💉",Wed Jan 13 07:09:53 +0000 2021,,ja,,,27372,74732,福岡&九州🌏の未来を考え″福岡一お得&理系も学べる”がconceptの英語教室です🐣入会金等不明確な料金不要🌸😺🌸英会話カフェ千円/2時間☕楽しく“有意義なTeaTimeになると🍵💞🌍🌏🌎ですね☀🌌Rie(物理学専攻)from宮崎https://t.co/WcuEZRaL1B☎090-2082-4858,福岡 福岡市 中央区 大名2-10-38ディー・ウィングタワー,100928576,Fri Jan 01 07:29:13 +0000 2010,False,False,https://t.co/BJIs995jQa,59,2777,False,,4999,False,柚子丸🌏英会話カフェ☕🍵大名🌸福岡💞🗾🌍🌎☀🌌🌸,,NewZealand_cafe,True,C6E2EE,http://pbs.twimg.com/profile_images/962917525276119040/uu-hxlkT_normal.jpg,,1349252309511929859,0,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",False,0
